id	name	category	description	alias	xrefs	provided_by	molecular_function	cellular_component	biological_process
ENSG00000167524	RSKR	biolink:Gene	ribosomal protein S6 kinase related	NCBIGene:124923		STRING			
ENSP00000301037		biolink:Protein			UniProtKB:A0A5H1ZRP1	STRING	GO:0003674		GO:0008150
ENSG00000109103	UNC119	biolink:Gene	unc-119 lipid binding chaperone	NCBIGene:9094		STRING			
ENSP00000337040		biolink:Protein			UniProtKB:Q13432-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000148513	ANKRD30A	biolink:Gene	ankyrin repeat domain 30A	NCBIGene:91074		STRING			
ENSP00000354432		biolink:Protein			UniProtKB:R4GNA2	STRING			
ENSG00000109061	MYH1	biolink:Gene	myosin heavy chain 1	NCBIGene:4619		STRING			
ENSP00000226207		biolink:Protein			UniProtKB:P12882	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000420849		biolink:Protein			UniProtKB:Q8IY84	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000114745	GORASP1	biolink:Gene	golgi reassembly stacking protein 1	NCBIGene:64689		STRING			
ENSP00000313869		biolink:Protein			UniProtKB:Q9BQQ3-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000174903	RAB1B	biolink:Gene	RAB1B, member RAS oncogene family	NCBIGene:81876		STRING			
ENSP00000310226		biolink:Protein			UniProtKB:Q9H0U4	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000100314	CABP7	biolink:Gene	calcium binding protein 7	NCBIGene:164633		STRING			
ENSP00000216144		biolink:Protein			UniProtKB:Q86V35	STRING			
ENSG00000163673	DCLK3	biolink:Gene	doublecortin like kinase 3	NCBIGene:85443		STRING			
ENSP00000394484		biolink:Protein			UniProtKB:Q9C098	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000037637	FBXO42	biolink:Gene	F-box protein 42	NCBIGene:54455		STRING			
ENSP00000364742		biolink:Protein			UniProtKB:Q6P3S6	STRING	GO:0003674		
ENSG00000107130	NCS1	biolink:Gene	neuronal calcium sensor 1	NCBIGene:23413		STRING			
ENSP00000361475		biolink:Protein			UniProtKB:P62166-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000145284	SCD5	biolink:Gene	stearoyl-CoA desaturase 5	NCBIGene:79966		STRING			
ENSP00000316329		biolink:Protein			UniProtKB:Q86SK9-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000165699	TSC1	biolink:Gene	TSC complex subunit 1	NCBIGene:7248		STRING			
ENSP00000298552		biolink:Protein			UniProtKB:Q92574-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188219	POTEE	biolink:Gene	POTE ankyrin domain family member E	NCBIGene:445582		STRING			
ENSP00000439189		biolink:Protein			UniProtKB:Q6S8J3-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000106089	STX1A	biolink:Gene	syntaxin 1A	NCBIGene:6804		STRING			
ENSP00000222812		biolink:Protein			UniProtKB:Q16623-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000165752	STK32C	biolink:Gene	serine/threonine kinase 32C	NCBIGene:282974		STRING			
ENSP00000298630		biolink:Protein			UniProtKB:Q86UX6-1	STRING			
ENSG00000101752	MIB1	biolink:Gene	mindbomb E3 ubiquitin protein ligase 1	NCBIGene:57534		STRING			
ENSP00000261537		biolink:Protein			UniProtKB:Q86YT6	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000134215	VAV3	biolink:Gene	vav guanine nucleotide exchange factor 3	NCBIGene:10451		STRING			
ENSP00000359073		biolink:Protein			UniProtKB:Q9UKW4-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000173947	PIFO	biolink:Gene	primary cilia formation	NCBIGene:128344		STRING			
ENSP00000358753		biolink:Protein			UniProtKB:Q8TCI5-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000132535	DLG4	biolink:Gene	discs large MAGUK scaffold protein 4	NCBIGene:1742		STRING			
ENSP00000382428		biolink:Protein			UniProtKB:B9EGL1	STRING	GO:0003674		
ENSG00000183943	PRKX	biolink:Gene	protein kinase X-linked	NCBIGene:5613		STRING			
ENSP00000262848		biolink:Protein			UniProtKB:P51817	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000432660		biolink:Protein			UniProtKB:P23528	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000181085	MAPK15	biolink:Gene	mitogen-activated protein kinase 15	NCBIGene:225689		STRING			
ENSP00000337691		biolink:Protein			UniProtKB:Q8TD08-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000044115	CTNNA1	biolink:Gene	catenin alpha 1	NCBIGene:1495		STRING			
ENSP00000304669		biolink:Protein			UniProtKB:P35221-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188906	LRRK2	biolink:Gene	leucine rich repeat kinase 2	NCBIGene:120892		STRING			
ENSP00000298910		biolink:Protein			UniProtKB:Q5S007	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000306752		biolink:Protein			UniProtKB:A0A087WZT3	STRING			
ENSG00000158716	DUSP23	biolink:Gene	dual specificity phosphatase 23	NCBIGene:54935		STRING			
ENSP00000357087		biolink:Protein			UniProtKB:Q9BVJ7	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000197157	SND1	biolink:Gene	staphylococcal nuclease and tudor domain containing 1	NCBIGene:27044		STRING			
ENSP00000346762		biolink:Protein			UniProtKB:Q7KZF4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000187231	SESTD1	biolink:Gene	SEC14 and spectrin domain containing 1	NCBIGene:91404		STRING			
ENSP00000415332		biolink:Protein			UniProtKB:Q86VW0	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000130158	DOCK6	biolink:Gene	dedicator of cytokinesis 6	NCBIGene:57572		STRING			
ENSP00000294618		biolink:Protein			UniProtKB:Q96HP0	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000072195	SPEG	biolink:Gene	striated muscle enriched protein kinase	NCBIGene:10290		STRING			
ENSP00000311684		biolink:Protein			UniProtKB:Q15772-5	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000124222	STX16	biolink:Gene	syntaxin 16	NCBIGene:8675		STRING			
ENSP00000360183		biolink:Protein			UniProtKB:O14662-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSP00000377971		biolink:Protein			UniProtKB:A0A499FJM0	STRING	GO:0003674		GO:0008150
ENSG00000159352	PSMD4	biolink:Gene	proteasome 26S subunit, non-ATPase 4	NCBIGene:5710		STRING			
ENSP00000357879		biolink:Protein			UniProtKB:P55036-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000113068	PFDN1	biolink:Gene	prefoldin subunit 1	NCBIGene:5201		STRING			
ENSP00000261813		biolink:Protein			UniProtKB:O60925	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000162994	CLHC1	biolink:Gene	clathrin heavy chain linker domain containing 1	NCBIGene:130162		STRING			
ENSP00000384869		biolink:Protein			UniProtKB:Q8NHS4-1	STRING	GO:0003674		
ENSG00000156052	GNAQ	biolink:Gene	G protein subunit alpha q	NCBIGene:2776		STRING			
ENSP00000286548		biolink:Protein			UniProtKB:P50148	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000170348	TMED10	biolink:Gene	transmembrane p24 trafficking protein 10	NCBIGene:10972		STRING			
ENSP00000303145		biolink:Protein			UniProtKB:P49755	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000172403	SYNPO2	biolink:Gene	synaptopodin 2	NCBIGene:171024		STRING			
ENSP00000306015		biolink:Protein			UniProtKB:Q9UMS6-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000181856	SLC2A4	biolink:Gene	solute carrier family 2 member 4	NCBIGene:6517		STRING			
ENSP00000320935		biolink:Protein			UniProtKB:P14672-1	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000146648	EGFR	biolink:Gene	epidermal growth factor receptor	NCBIGene:1956		STRING			
ENSP00000275493		biolink:Protein			UniProtKB:P00533-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000172354	GNB2	biolink:Gene	G protein subunit beta 2	NCBIGene:2783		STRING			
ENSP00000305260		biolink:Protein			UniProtKB:P62879-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000196586	MYO6	biolink:Gene	myosin VI	NCBIGene:4646		STRING			
ENSP00000358994		biolink:Protein			UniProtKB:Q9UM54-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000205517	RGL3	biolink:Gene	ral guanine nucleotide dissociation stimulator like 3	NCBIGene:57139		STRING			
ENSP00000377075		biolink:Protein			UniProtKB:Q3MIN7	STRING	GO:0003674		GO:0008150
ENSG00000169032	MAP2K1	biolink:Gene	mitogen-activated protein kinase kinase 1	NCBIGene:5604		STRING			
ENSP00000302486		biolink:Protein			UniProtKB:Q02750-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000154065	ANKRD29	biolink:Gene	ankyrin repeat domain 29	NCBIGene:147463		STRING			
ENSP00000468354		biolink:Protein			UniProtKB:Q8N6D5-1	STRING	GO:0003674		
ENSG00000082701	GSK3B	biolink:Gene	glycogen synthase kinase 3 beta	NCBIGene:2932		STRING			
ENSP00000324806		biolink:Protein			UniProtKB:P49841-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000180138	CSNK1A1L	biolink:Gene	casein kinase 1 alpha 1 like	NCBIGene:122011		STRING			
ENSP00000369126		biolink:Protein			UniProtKB:Q8N752	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000468367		biolink:Protein			UniProtKB:K7ERQ8	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000101350	KIF3B	biolink:Gene	kinesin family member 3B	NCBIGene:9371		STRING			
ENSP00000364864		biolink:Protein			UniProtKB:O15066-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000104142	VPS18	biolink:Gene	VPS18 core subunit of CORVET and HOPS complexes	NCBIGene:57617		STRING			
ENSP00000220509		biolink:Protein			UniProtKB:Q9P253	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000152465	NMT2	biolink:Gene	N-myristoyltransferase 2	NCBIGene:9397		STRING			
ENSP00000367407		biolink:Protein			UniProtKB:O60551	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000237441	RGL2	biolink:Gene	ral guanine nucleotide dissociation stimulator like 2	NCBIGene:5863		STRING			
ENSP00000420211		biolink:Protein			UniProtKB:O15211-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000006432	MAP3K9	biolink:Gene	mitogen-activated protein kinase kinase kinase 9	NCBIGene:4293		STRING			
ENSP00000451263		biolink:Protein			UniProtKB:P80192-4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000132518	GUCY2D	biolink:Gene	guanylate cyclase 2D, retinal	NCBIGene:3000		STRING			
ENSP00000254854		biolink:Protein			UniProtKB:Q02846	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000159788	RGS12	biolink:Gene	regulator of G protein signaling 12	NCBIGene:6002		STRING			
ENSP00000339381		biolink:Protein			UniProtKB:O14924-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000156411	ATP5MPL	biolink:Gene	ATP synthase membrane subunit 6.8PL	NCBIGene:9556		STRING			
ENSP00000401770		biolink:Protein			UniProtKB:P56378-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000128052	KDR	biolink:Gene	kinase insert domain receptor	NCBIGene:3791		STRING			
ENSP00000263923		biolink:Protein			UniProtKB:P35968-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000170209	ANKK1	biolink:Gene	ankyrin repeat and kinase domain containing 1	NCBIGene:255239		STRING			
ENSP00000306678		biolink:Protein			UniProtKB:Q8NFD2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000137824	RMDN3	biolink:Gene	regulator of microtubule dynamics 3	NCBIGene:55177		STRING			
ENSP00000260385		biolink:Protein			UniProtKB:Q96TC7-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000019991	HGF	biolink:Gene	hepatocyte growth factor	NCBIGene:3082		STRING			
ENSP00000222390		biolink:Protein			UniProtKB:P14210-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000161800	RACGAP1	biolink:Gene	Rac GTPase activating protein 1	NCBIGene:29127		STRING			
ENSP00000404190		biolink:Protein			UniProtKB:Q9H0H5	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000135823	STX6	biolink:Gene	syntaxin 6	NCBIGene:10228		STRING			
ENSP00000258301		biolink:Protein			UniProtKB:O43752-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000101255	TRIB3	biolink:Gene	tribbles pseudokinase 3	NCBIGene:57761		STRING			
ENSP00000217233		biolink:Protein			UniProtKB:Q96RU7	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000143179	UCK2	biolink:Gene	uridine-cytidine kinase 2	NCBIGene:7371		STRING			
ENSP00000356853		biolink:Protein			UniProtKB:Q9BZX2-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000204740	MALRD1	biolink:Gene	MAM and LDL receptor class A domain containing 1	NCBIGene:340895		STRING			
ENSP00000412763		biolink:Protein			UniProtKB:Q5VYJ5	STRING			
ENSG00000011485	PPP5C	biolink:Gene	protein phosphatase 5 catalytic subunit	NCBIGene:5536		STRING			
ENSP00000012443		biolink:Protein			UniProtKB:P53041	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000111716	LDHB	biolink:Gene	lactate dehydrogenase B	NCBIGene:3945		STRING			
ENSP00000379386		biolink:Protein			UniProtKB:P07195	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000079739	PGM1	biolink:Gene	phosphoglucomutase 1	NCBIGene:5236		STRING			
ENSP00000360124		biolink:Protein			UniProtKB:P36871-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000135605	TEC	biolink:Gene	tec protein tyrosine kinase	NCBIGene:7006		STRING			
ENSP00000370912		biolink:Protein			UniProtKB:P42680	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000263373		biolink:Protein				STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000011405	PIK3C2A	biolink:Gene	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	NCBIGene:5286		STRING			
ENSP00000265970		biolink:Protein			UniProtKB:O00443-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000107862	GBF1	biolink:Gene	golgi brefeldin A resistant guanine nucleotide exchange factor 1	NCBIGene:8729		STRING			
ENSP00000359000		biolink:Protein			UniProtKB:Q92538-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000136002	ARHGEF4	biolink:Gene	Rho guanine nucleotide exchange factor 4	NCBIGene:50649		STRING			
ENSP00000316845		biolink:Protein			UniProtKB:Q9NR80-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000066455	GOLGA5	biolink:Gene	golgin A5	NCBIGene:9950		STRING			
ENSP00000163416		biolink:Protein			UniProtKB:Q8TBA6-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000080371	RAB21	biolink:Gene	RAB21, member RAS oncogene family	NCBIGene:23011		STRING			
ENSP00000261263		biolink:Protein			UniProtKB:Q9UL25	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000100906	NFKBIA	biolink:Gene	NFKB inhibitor alpha	NCBIGene:4792		STRING			
ENSP00000216797		biolink:Protein			UniProtKB:P25963	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000165623	UCMA	biolink:Gene	upper zone of growth plate and cartilage matrix associated	NCBIGene:221044		STRING			
ENSP00000367952		biolink:Protein			UniProtKB:Q8WVF2	STRING		GO:0005575	GO:0008150
ENSG00000112294	ALDH5A1	biolink:Gene	aldehyde dehydrogenase 5 family member A1	NCBIGene:7915		STRING			
ENSP00000314649		biolink:Protein			UniProtKB:P51649-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000163625	WDFY3	biolink:Gene	WD repeat and FYVE domain containing 3	NCBIGene:23001		STRING			
ENSP00000295888		biolink:Protein			UniProtKB:Q8IZQ1-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000133612	AGAP3	biolink:Gene	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	NCBIGene:116988		STRING			
ENSP00000380413		biolink:Protein			UniProtKB:Q96P47-4	STRING			
ENSG00000142186	SCYL1	biolink:Gene	SCY1 like pseudokinase 1	NCBIGene:57410		STRING			
ENSP00000270176		biolink:Protein			UniProtKB:Q96KG9-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000160447	PKN3	biolink:Gene	protein kinase N3	NCBIGene:29941		STRING			
ENSP00000291906		biolink:Protein			UniProtKB:Q6P5Z2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000167657	DAPK3	biolink:Gene	death associated protein kinase 3	NCBIGene:1613		STRING			
ENSP00000442973		biolink:Protein			UniProtKB:O43293-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000184363	PKP3	biolink:Gene	plakophilin 3	NCBIGene:11187		STRING			
ENSP00000331678		biolink:Protein			UniProtKB:Q9Y446-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000093183	SEC22C	biolink:Gene	SEC22 homolog C, vesicle trafficking protein	NCBIGene:9117		STRING			
ENSP00000264454		biolink:Protein			UniProtKB:Q9BRL7-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000101460	MAP1LC3A	biolink:Gene	microtubule associated protein 1 light chain 3 alpha	NCBIGene:84557		STRING			
ENSP00000363970		biolink:Protein			UniProtKB:Q9H492-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000161203	AP2M1	biolink:Gene	adaptor related protein complex 2 subunit mu 1	NCBIGene:1173		STRING			
ENSP00000292807		biolink:Protein			UniProtKB:Q96CW1-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000132854	KANK4	biolink:Gene	KN motif and ankyrin repeat domains 4	NCBIGene:163782		STRING			
ENSP00000360195		biolink:Protein			UniProtKB:Q5T7N3-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000261891		biolink:Protein				STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000122966	CIT	biolink:Gene	citron rho-interacting serine/threonine kinase	NCBIGene:11113		STRING			
ENSP00000376306		biolink:Protein			UniProtKB:O14578-4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188542	DUSP28	biolink:Gene	dual specificity phosphatase 28	NCBIGene:285193		STRING			
ENSP00000385885		biolink:Protein			UniProtKB:Q4G0W2	STRING	GO:0003674		GO:0008150
ENSG00000027075	PRKCH	biolink:Gene	protein kinase C eta	NCBIGene:5583		STRING			
ENSP00000329127		biolink:Protein			UniProtKB:P24723-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000160396	HIPK4	biolink:Gene	homeodomain interacting protein kinase 4	NCBIGene:147746		STRING			
ENSP00000291823		biolink:Protein			UniProtKB:Q8NE63	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000136040	PLXNC1	biolink:Gene	plexin C1	NCBIGene:10154		STRING			
ENSP00000258526		biolink:Protein			UniProtKB:O60486	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000144036	EXOC6B	biolink:Gene	exocyst complex component 6B	NCBIGene:23233		STRING			
ENSP00000272427		biolink:Protein			UniProtKB:Q9Y2D4-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000102931	ARL2BP	biolink:Gene	ADP ribosylation factor like GTPase 2 binding protein	NCBIGene:23568		STRING			
ENSP00000219204		biolink:Protein			UniProtKB:Q9Y2Y0-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000077380	DYNC1I2	biolink:Gene	dynein cytoplasmic 1 intermediate chain 2	NCBIGene:1781		STRING			
ENSP00000380308		biolink:Protein			UniProtKB:Q13409-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000122550	KLHL7	biolink:Gene	kelch like family member 7	NCBIGene:55975		STRING			
ENSP00000343273		biolink:Protein			UniProtKB:Q8IXQ5-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000108179	PPIF	biolink:Gene	peptidylprolyl isomerase F	NCBIGene:10105		STRING			
ENSP00000225174		biolink:Protein			UniProtKB:P30405-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000075785	RAB7A	biolink:Gene	RAB7A, member RAS oncogene family	NCBIGene:7879		STRING			
ENSP00000265062		biolink:Protein			UniProtKB:P51149	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000168000	BSCL2	biolink:Gene	BSCL2 lipid droplet biogenesis associated, seipin	NCBIGene:26580		STRING			
ENSP00000354032		biolink:Protein			UniProtKB:Q96G97-4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000163110	PDLIM5	biolink:Gene	PDZ and LIM domain 5	NCBIGene:10611		STRING			
ENSP00000480359		biolink:Protein			UniProtKB:Q96HC4-6	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000162878	PKDCC	biolink:Gene	protein kinase domain containing, cytoplasmic	NCBIGene:91461		STRING			
ENSP00000294964		biolink:Protein			UniProtKB:Q504Y2	STRING			
ENSG00000136754	ABI1	biolink:Gene	abl interactor 1	NCBIGene:10006		STRING			
ENSP00000365312		biolink:Protein			UniProtKB:Q8IZP0-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000095383	TBC1D2	biolink:Gene	TBC1 domain family member 2	NCBIGene:55357		STRING			
ENSP00000481721		biolink:Protein			UniProtKB:Q9BYX2-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000254647	INS	biolink:Gene	insulin	NCBIGene:3630		STRING			
ENSP00000380432		biolink:Protein			UniProtKB:P01308-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000008256	CYTH3	biolink:Gene	cytohesin 3	NCBIGene:9265		STRING			
ENSP00000297044		biolink:Protein			UniProtKB:O43739-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000158987	RAPGEF6	biolink:Gene	Rap guanine nucleotide exchange factor 6	NCBIGene:51735		STRING			
ENSP00000296859		biolink:Protein				STRING	GO:0003674		GO:0008150
ENSG00000167306	MYO5B	biolink:Gene	myosin VB	NCBIGene:4645		STRING			
ENSP00000285039		biolink:Protein			UniProtKB:Q9ULV0-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000123728	RAP2C	biolink:Gene	RAP2C, member of RAS oncogene family	NCBIGene:57826		STRING			
ENSP00000340274		biolink:Protein			UniProtKB:Q9Y3L5	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000152689	RASGRP3	biolink:Gene	RAS guanyl releasing protein 3	NCBIGene:25780		STRING			
ENSP00000384192		biolink:Protein				STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000172466	ZNF24	biolink:Gene	zinc finger protein 24	NCBIGene:7572		STRING			
ENSP00000261332		biolink:Protein			UniProtKB:P17028-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000116641	DOCK7	biolink:Gene	dedicator of cytokinesis 7	NCBIGene:85440		STRING			
ENSP00000251157		biolink:Protein			UniProtKB:Q96N67-6	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000205726	ITSN1	biolink:Gene	intersectin 1	NCBIGene:6453		STRING			
ENSP00000370719		biolink:Protein			UniProtKB:Q15811-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000164050	PLXNB1	biolink:Gene	plexin B1	NCBIGene:5364		STRING			
ENSP00000351338		biolink:Protein			UniProtKB:O43157-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000154330	PGM5	biolink:Gene	phosphoglucomutase 5	NCBIGene:5239		STRING			
ENSP00000379678		biolink:Protein			UniProtKB:Q15124-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000143862	ARL8A	biolink:Gene	ADP ribosylation factor like GTPase 8A	NCBIGene:127829		STRING			
ENSP00000272217		biolink:Protein			UniProtKB:Q96BM9	STRING	GO:0003674	GO:0005575	GO:0006810
ENSP00000387784		biolink:Protein				STRING			
ENSG00000077549	CAPZB	biolink:Gene	capping actin protein of muscle Z-line subunit beta	NCBIGene:832		STRING			
